date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead,现有确诊,beta1,beta2,sigma,gamma1,gamma2,q,k1,k2
2020/7/26,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/7/27,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/7/28,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/7/29,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/7/30,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/7/31,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/1,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/2,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/3,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/4,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/5,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/6,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/7,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/8,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/9,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/10,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/11,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/12,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/13,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/14,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/15,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/16,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/17,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/18,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/19,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/20,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/21,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/22,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/23,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/24,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/25,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/26,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/27,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/28,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/29,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/30,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/8/31,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/1,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/2,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/3,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/4,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/5,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/6,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/7,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/8,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/9,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/10,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/11,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/12,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/13,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/14,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/15,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/16,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/17,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/18,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/19,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/20,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/21,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/22,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/23,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/24,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/25,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/26,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/27,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/28,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/29,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/9/30,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/1,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/2,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/3,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/4,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/5,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/6,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/7,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/8,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/9,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/10,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/11,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/12,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/13,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/14,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/15,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/16,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/17,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/18,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/19,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/20,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/21,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/22,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/23,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/24,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/25,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/26,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/27,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/28,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/29,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/30,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/10/31,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/1,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/2,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/3,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/4,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/5,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/6,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/7,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/8,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/9,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/10,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/11,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/12,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/13,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/14,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/15,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/16,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/17,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/18,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/19,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/20,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/21,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/22,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/23,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/24,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/25,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/26,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/27,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/28,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/29,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/11/30,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/1,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/2,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/3,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/4,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/5,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/6,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/7,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
2020/12/8,中国,CN,湖北省,420000,武汉市,420100,50340,0,46471,3869,0,1,0.9941349,0,1,1,0.75073314,0,0
